system:index,2023-10-12,2023-10-17,2023-10-25,2023-10-29,2023-11-05,2023-11-10,2023-11-17,2023-11-18,2023-11-22,2023-11-29,2023-12-04,2023-12-11,2023-12-16,2023-12-23,2023-12-24,2023-12-28,2024-01-04,2024-01-05,2024-01-09,2024-01-16,2024-01-17,2024-01-21,2024-01-28,2024-01-29,2024-02-02,2024-02-09,2024-02-10,2024-02-14,2024-02-21,2024-02-22,2024-02-26,2024-03-04,2024-03-05,2024-03-09,2024-03-16,2024-03-17,2024-03-21,2024-03-28,2024-03-29,2024-04-02,2024-04-09,2024-04-21,2024-05-04,2024-05-08,2024-05-15,2024-05-16,2024-05-27,2024-06-01,2024-07-02,2024-07-03,2024-07-27,2024-08-12,2024-09-01,2024-09-05,2024-09-12,2024-09-13,2024-09-17,2024-09-24,2024-09-25,2024-10-31,id,.geo
1_gaza_damage_20231012T154103_000000000000000000bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,"{""type"":""Polygon"",""coordinates"":[[[34.26217184726565,31.42614383155122],[34.262051031956354,31.417125894996897],[34.27257169527321,31.41702184378164],[34.272693513632426,31.42603972524905],[34.26217184726565,31.42614383155122]]]}"
1_gaza_damage_20231012T154103_000000000000000000bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,"{""type"":""Polygon"",""coordinates"":[[[34.262051031956354,31.417125894996897],[34.26193021648381,31.40810354275928],[34.27244987674787,31.40799954684491],[34.27257169527321,31.41702184378164],[34.262051031956354,31.417125894996897]]]}"
1_gaza_damage_20231012T154103_000000000000000000bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,"{""type"":""Polygon"",""coordinates"":[[[34.26193021648381,31.40810354275928],[34.26180948563096,31.399081127819436],[34.272328142829394,31.398977110240995],[34.27244987674787,31.40799954684491],[34.26193021648381,31.40810354275928]]]}"
1_gaza_damage_20231012T154103_000000000000000000be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,"{""type"":""Polygon"",""coordinates"":[[[34.26180948563096,31.399081127819436],[34.26168883939816,31.390063183757768],[34.272206578291225,31.389959195124433],[34.272328142829394,31.398977110240995],[34.26180948563096,31.399081127819436]]]}"
1_gaza_damage_20231012T154103_000000000000000000bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,"{""type"":""Polygon"",""coordinates"":[[[34.26168883939816,31.390063183757768],[34.26156827778576,31.38104072273226],[34.27208492881442,31.380936814627727],[34.272206578291225,31.389959195124433],[34.26168883939816,31.390063183757768]]]}"
1_gaza_damage_20231012T154103_000000000000000000c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,"{""type"":""Polygon"",""coordinates"":[[[34.26156827778576,31.38104072273226],[34.26144771601079,31.372022760351296],[34.2719633639453,31.371918906580756],[34.27208492881442,31.380936814627727],[34.26156827778576,31.38104072273226]]]}"
1_gaza_damage_20231012T154103_000000000000000000c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1100.4853973388672,1101.2700554941214,1101.2700554941214,1101.2700554941214,1101.2700554941214,1101.2700554941214,1501.4457985971487,2101.709592542461,2101.709592542461,3902.500501355938,3902.500501355938,3902.500501355938,3902.500501355938,194,"{""type"":""Polygon"",""coordinates"":[[[34.26144771601079,31.372022760351296],[34.26132723885668,31.363000281817285],[34.27184188368419,31.362896482593804],[34.2719633639453,31.371918906580756],[34.26144771601079,31.372022760351296]]]}"
1_gaza_damage_20231012T154103_000000000000000000c2,0.0,0.0,0.0,0.0,0.0,1300.5745315551758,1300.5745315551758,1300.5745315551758,1300.5745315551758,1300.5745315551758,1300.5745315551758,1300.5745315551758,4301.897727966309,7403.270286560059,7403.270286560059,7403.270286560059,7403.270286560059,11505.081665039062,15106.681251525879,19008.407302856445,20609.115188598633,23210.264122009277,24610.881523132324,24610.881523132324,29413.000411987305,29413.000411987305,33014.586921691895,34715.336685180664,36516.13137817383,37116.39582824707,37116.39582824707,40918.076751708984,41918.51753997803,42218.6502532959,42218.6502532959,47420.94398498535,49325.32049560547,53327.09275817871,53327.09275817871,54327.53281402588,54327.53281402588,56928.68314361572,56928.68314361572,56929.46780177098,57230.38463155709,57230.38463155709,57230.38463155709,57230.38463155709,57230.38463155709,57230.38463155709,59531.40127889596,59531.40127889596,68335.2981447407,68335.2981447407,69035.60635702097,70436.22478048288,70836.40233175241,72737.2389787861,76638.96396963083,78139.63009969675,195,"{""type"":""Polygon"",""coordinates"":[[[34.26132723885668,31.363000281817285],[34.26120684632376,31.35398227834514],[34.27172048803145,31.35387853315204],[34.27184188368419,31.362896482593804],[34.26132723885668,31.363000281817285]]]}"
1_gaza_damage_20231012T154103_000000000000000000c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.5303649902344,1200.5303649902344,1200.5303649902344,1200.5303649902344,1200.5303649902344,2402.6303209491807,2402.6303209491807,2404.1996372596896,2404.1996372596896,2404.1996372596896,2404.1996372596896,2404.1996372596896,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,2604.2879475013888,3404.6414173500216,3404.6414173500216,3404.6414173500216,5005.35051616594,5005.35051616594,5005.35051616594,5805.702765311447,8807.022024955002,196,"{""type"":""Polygon"",""coordinates"":[[[34.26120684632376,31.35398227834514],[34.26108636884509,31.34495981085463],[34.27159900744008,31.344856119919086],[34.27172048803145,31.35387853315204],[34.26120684632376,31.35398227834514]]]}"
1_gaza_damage_20231012T154103_000000000000000000c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.2397842407227,2801.2397842407227,2801.2397842407227,2901.2840576171875,2901.2840576171875,2901.2840576171875,2901.2840576171875,2901.2840576171875,2901.2840576171875,2901.2840576171875,2901.2840576171875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,3501.5477294921875,197,"{""type"":""Polygon"",""coordinates"":[[[34.26108636884509,31.34495981085463],[34.260966060771615,31.33593733692426],[34.271477696231095,31.335833623229693],[34.27159900744008,31.344856119919086],[34.26108636884509,31.34495981085463]]]}"
1_gaza_damage_20231012T154103_000000000000000000c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,3.1386326210171567,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,6.2772652420343125,1606.980207136565,1606.980207136565,1606.980207136565,1606.980207136565,1606.980207136565,1606.980207136565,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,4810.740431602328,5911.229765708771,5911.229765708771,5911.229765708771,5911.229765708771,198,"{""type"":""Polygon"",""coordinates"":[[[34.260966060771615,31.33593733692426],[34.26084583732013,31.32691926432796],[34.2713564696313,31.32681560421291],[34.271477696231095,31.335833623229693],[34.260966060771615,31.33593733692426]]]}"
1_gaza_damage_20231012T154103_000000000000000000c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,3201.406982421875,199,"{""type"":""Polygon"",""coordinates"":[[[34.26084583732013,31.32691926432796],[34.26072552892303,31.317896805779228],[34.27123515809299,31.31779312259918],[34.2713564696313,31.32681560421291],[34.26084583732013,31.32691926432796]]]}"
1_gaza_damage_20231012T154103_000000000000000000c7,0.0,0.0,0.0,0.0,3801.6782302856445,4802.119194030762,4802.119194030762,4802.119194030762,19008.383964538574,22910.103286743164,25111.07341003418,27212.001358032227,37616.59664154053,39117.257415771484,39117.257415771484,39817.566261291504,39817.566261291504,40417.83238983154,41718.40911102295,41718.40911102295,42718.85108947754,42718.85108947754,44019.42655181885,45420.044914245605,50922.47317504883,50922.47317504883,50922.47317504883,53723.70601654053,53723.70601654053,53723.70601654053,53723.70601654053,54724.14726257324,54724.14726257324,54724.14726257324,54724.14726257324,54724.14726257324,54724.14726257324,54924.23547363281,54924.23547363281,55724.59020996094,56024.722496032715,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,57225.25199890137,60126.53486633301,68730.3394165039,68730.3394165039,70331.04737854004,73232.32301330566,73232.32301330566,82336.34532165527,82337.12997981053,82337.12997981053,82337.12997981053,200,"{""type"":""Polygon"",""coordinates"":[[[34.26072552892303,31.317896805779228],[34.26060538993225,31.308878724989516],[34.27111401593822,31.308775095086744],[34.27123515809299,31.31779312259918],[34.26072552892303,31.317896805779228]]]}"
1_gaza_damage_20231012T154103_000000000000000000c8,0.0,0.0,11004.863380432129,17807.869689941406,18808.311111450195,26411.676010131836,26711.80881500244,26711.80881500244,28812.738807678223,28812.738807678223,28812.738807678223,31714.0234375,35615.74733734131,35615.74733734131,35615.74733734131,35615.74733734131,35615.74733734131,35615.74733734131,36921.02769470215,36921.02769470215,36921.02769470215,39021.96088409424,40522.62561035156,40522.62561035156,48326.080078125,48326.080078125,48326.080078125,52932.82209777832,53933.26523590088,53933.26523590088,53933.26523590088,53933.26523590088,53933.26523590088,54833.66384124756,58035.08419036865,58035.08419036865,58035.08419036865,59435.704597473145,59435.704597473145,59435.704597473145,59435.704597473145,64337.87822723389,64337.87822723389,73842.07870483398,81545.49741363525,81545.49741363525,81545.49741363525,84246.6934890747,92650.41184234619,94851.38620758057,96352.05306243896,96352.05306243896,99253.3360748291,117961.62607574463,125069.48110961914,133477.89989471436,139485.26746368408,147989.02029418945,149489.6834411621,154491.90045166016,201,"{""type"":""Polygon"",""coordinates"":[[[34.26060538993225,31.308878724989516],[34.26048525078006,31.29985615653868],[34.27099287361919,31.299752580133223],[34.27111401593822,31.308775095086744],[34.26060538993225,31.308878724989516]]]}"
1_gaza_damage_20231012T154103_000000000000000000c9,0.0,6502.858436584473,10404.573600769043,10404.573600769043,11004.838623046875,11004.838623046875,11004.838623046875,12105.323600769043,12105.323600769043,12105.323600769043,12105.323600769043,13405.895683288574,18007.9292678833,31213.770530700684,33914.965728759766,33914.965728759766,41718.41873931885,45420.056983947754,47621.03199005127,48121.253074645996,48721.518981933594,55224.39840698242,62027.40800476074,65428.90539550781,85737.85848236084,87038.43241119385,90940.1580657959,92340.77709960938,102745.38130187988,102745.38130187988,103345.64638519287,110648.86692047119,112849.83365631104,112849.83365631104,115951.20763397217,121553.68835449219,123159.10076904297,125760.25108337402,126860.7403717041,128461.45091247559,128461.45091247559,128461.45091247559,131662.87049102783,145068.8034286499,164077.2206954956,166878.4631729126,166878.4631729126,168483.88132476807,176787.5559616089,182890.25118255615,184390.91444396973,197396.67107391357,206800.8399658203,209706.83626556396,212217.36096954346,216119.08631896973,227228.72159576416,242935.68837738037,255747.23915863037,261255.9442040238,202,"{""type"":""Polygon"",""coordinates"":[[[34.26048525078006,31.29985615653868],[34.26036528103511,31.29083804481334],[34.27087190068463,31.290734521381182],[34.27099287361919,31.299752580133223],[34.26048525078006,31.29985615653868]]]}"
1_gaza_damage_20231012T154103_000000000000000000ca,0.0,5202.2944412231445,27212.02574157715,27212.02574157715,41318.27648162842,43919.43002319336,49822.047019958496,58325.814193725586,64933.44368959313,64933.44368959313,72541.52307344323,77343.64534974938,79647.80686292458,88056.24053296853,88056.24053296853,88056.24053296853,93158.50553235822,102968.74702558335,105369.81260785874,105369.81260785874,105369.81260785874,105369.81260785874,111572.54831800278,111576.07930097397,129383.9570551854,129383.9570551854,133385.7293559056,146693.98015699204,146693.98015699204,146693.98015699204,149495.22161969956,149495.22161969956,150995.88488111313,156298.2183695775,157801.2320414525,160002.2077647191,165004.41362867173,166805.2104044896,172510.85585778934,173911.4785613416,175215.19218328147,175215.19218328147,175215.19218328147,190121.78667333274,212641.11130074906,217743.37627725053,219244.03992776322,227647.76495675492,241675.96151173924,245077.46681416844,264699.12236226414,267202.5889455161,272905.1182729087,278407.5554219565,303418.5960561118,312822.75461781834,330730.6722356162,335032.579874166,339536.92688191734,346243.42199910484,203,"{""type"":""Polygon"",""coordinates"":[[[34.26036528103511,31.29083804481334],[34.26024522634476,31.28181547187116],[34.27075084281178,31.28171200163933],[34.27087190068463,31.290734521381182],[34.26036528103511,31.29083804481334]]]}"
