system:index,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29,2024-07-06,2024-07-13,2024-07-20,2024-07-27,2024-08-03,2024-08-10,2024-08-17,2024-08-24,2024-08-31,2024-09-07,2024-09-14,2024-09-21,2024-09-28,2024-10-05,2024-10-12,2024-10-19,2024-10-26,2024-11-02,id,.geo
0_00000000000000000219,0.0,0.0,0.0,0.0,0.0,4301.681221008301,12104.733589172363,0.0,1600.6272583007812,2000.781837463379,4998.035589330337,1200.4703063964844,3101.211227416992,3493.52239631204,1100.430648803711,400.1571731567383,1300.5073165893555,0.0,800.31298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.3888760735008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538,"{""type"":""Polygon"",""coordinates"":[[[34.34452921083213,31.29900371090303],[34.34440113784901,31.289985907391767],[34.35490208551469,31.28987559116957],[34.355031159680536,31.29889333819893],[34.34452921083213,31.29900371090303]]]}"
0_0000000000000000021a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539,"{""type"":""Polygon"",""coordinates"":[[[34.34440113784901,31.289985907391767],[34.34427314938574,31.280963669929015],[34.35477309585563,31.280853333559104],[34.35490208551469,31.28987559116957],[34.34440113784901,31.289985907391767]]]}"
0_0000000000000000021b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,"{""type"":""Polygon"",""coordinates"":[[[34.34427314938574,31.280963669929015],[34.34414524544269,31.271945835917283],[34.3546441907037,31.271835555720436],[34.35477309585563,31.280853333559104],[34.34427314938574,31.280963669929015]]]}"
0_0000000000000000021c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,"{""type"":""Polygon"",""coordinates"":[[[34.34414524544269,31.271945835917283],[34.344017256610655,31.2629235432873],[34.35451528536452,31.262813293809394],[34.3546441907037,31.271835555720436],[34.34414524544269,31.271945835917283]]]}"
0_0000000000000000021d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,"{""type"":""Polygon"",""coordinates"":[[[34.344017256610655,31.2629235432873],[34.343889437003995,31.253901249496355],[34.3543863798381,31.253791081939166],[34.35451528536452,31.262813293809394],[34.344017256610655,31.2629235432873]]]}"
0_0000000000000000021e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543,"{""type"":""Polygon"",""coordinates"":[[[34.343889437003995,31.253901249496355],[34.3437617019184,31.244883362259458],[34.354257643514444,31.24477325043007],[34.3543863798381,31.253791081939166],[34.343889437003995,31.253901249496355]]]}"
0_0000000000000000021f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544,"{""type"":""Polygon"",""coordinates"":[[[34.3437617019184,31.244883362259458],[34.3436339666491,31.235861068815943],[34.35412890700403,31.235750936064786],[34.354257643514444,31.24477325043007],[34.3437617019184,31.244883362259458]]]}"
0_00000000000000000220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545,"{""type"":""Polygon"",""coordinates"":[[[34.3436339666491,31.235861068815943],[34.343506315901365,31.226843183994372],[34.354000339697386,31.226733081004262],[34.35412890700403,31.235750936064786],[34.3436339666491,31.235861068815943]]]}"
0_00000000000000000221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,"{""type"":""Polygon"",""coordinates"":[[[34.343506315901365,31.226843183994372],[34.343378664970174,31.21782081690915],[34.3538716875091,31.217710769569692],[34.354000339697386,31.226733081004262],[34.343506315901365,31.226843183994372]]]}"
0_00000000000000000222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,"{""type"":""Polygon"",""coordinates"":[[[34.35919183767202,31.587534871792172],[34.36973117343254,31.5874222942053],[34.369863189821196,31.59644409837306],[34.35932285347126,31.596556662016244],[34.35919183767202,31.587534871792172]]]}"
0_00000000000000000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548,"{""type"":""Polygon"",""coordinates"":[[[34.35919183767202,31.587534871792172],[34.3590609063697,31.57851752571498],[34.36959924152761,31.57840501030739],[34.36973117343254,31.5874222942053],[34.35919183767202,31.587534871792172]]]}"
0_00000000000000000224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,"{""type"":""Polygon"",""coordinates"":[[[34.3590609063697,31.57851752571498],[34.35892997487413,31.56949575855847],[34.369467394106785,31.56938320305666],[34.36959924152761,31.57840501030739],[34.3590609063697,31.57851752571498]]]}"
0_00000000000000000225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,"{""type"":""Polygon"",""coordinates"":[[[34.35892997487413,31.56949575855847],[34.358799212566666,31.560478411836627],[34.36933554648983,31.56036594403433],[34.369467394106785,31.56938320305666],[34.35892997487413,31.56949575855847]]]}"
0_00000000000000000226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551,"{""type"":""Polygon"",""coordinates"":[[[34.358799212566666,31.560478411836627],[34.35866845006645,31.551456568180683],[34.36920378335748,31.551344162466073],[34.36933554648983,31.56036594403433],[34.358799212566666,31.560478411836627]]]}"
0_00000000000000000227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552,"{""type"":""Polygon"",""coordinates"":[[[34.35866845006645,31.551456568180683],[34.3585377720644,31.54243464886314],[34.36907202002924,31.542322330909368],[34.36920378335748,31.551344162466073],[34.35866845006645,31.551456568180683]]]}"
0_00000000000000000228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,"{""type"":""Polygon"",""coordinates"":[[[34.3585377720644,31.54243464886314],[34.35840717856091,31.533417255639733],[34.36894042586712,31.533304999099578],[34.36907202002924,31.542322330909368],[34.3585377720644,31.54243464886314]]]}"
0_00000000000000000229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554,"{""type"":""Polygon"",""coordinates"":[[[34.35840717856091,31.533417255639733],[34.35827650017399,31.524395392481026],[34.36880883150964,31.52428309508751],[34.36894042586712,31.533304999099578],[34.35840717856091,31.533417255639733]]]}"
0_0000000000000000022a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555,"{""type"":""Polygon"",""coordinates"":[[[34.35827650017399,31.524395392481026],[34.358146075668486,31.5153780059242],[34.36867732163802,31.515265718754396],[34.36880883150964,31.52428309508751],[34.35827650017399,31.524395392481026]]]}"
0_0000000000000000022b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556,"{""type"":""Polygon"",""coordinates"":[[[34.358146075668486,31.5153780059242],[34.358015566279796,31.506356073533482],[34.36854581157127,31.50624392438739],[34.36867732163802,31.515265718754396],[34.358146075668486,31.5153780059242]]]}"
0_0000000000000000022c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,"{""type"":""Polygon"",""coordinates"":[[[34.358015566279796,31.506356073533482],[34.35788522608223,31.497338645668595],[34.36841447067242,31.497226480628115],[34.36854581157127,31.50624392438739],[34.358015566279796,31.506356073533482]]]}"
0_0000000000000000022d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558,"{""type"":""Polygon"",""coordinates"":[[[34.35788522608223,31.497338645668595],[34.357754801001484,31.488316749454178],[34.36828304489732,31.488204568736794],[34.36841447067242,31.497226480628115],[34.35788522608223,31.497338645668595]]]}"
0_0000000000000000022e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,"{""type"":""Polygon"",""coordinates"":[[[34.357754801001484,31.488316749454178],[34.35762462980439,31.479299257388806],[34.36815178829086,31.4791871629551],[34.36828304489732,31.488204568736794],[34.357754801001484,31.488316749454178]]]}"
0_0000000000000000022f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,"{""type"":""Polygon"",""coordinates"":[[[34.35762462980439,31.479299257388806],[34.35749437372438,31.47027729776761],[34.36802053149004,31.470165264050635],[34.36815178829086,31.4791871629551],[34.35762462980439,31.479299257388806]]]}"
0_00000000000000000230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561,"{""type"":""Polygon"",""coordinates"":[[[34.35749437372438,31.47027729776761],[34.35736411745314,31.461255294781758],[34.36788935917684,31.461143295858],[34.36802053149004,31.470165264050635],[34.35749437372438,31.47027729776761]]]}"
0_00000000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,600.2309036254883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1769217098460478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562,"{""type"":""Polygon"",""coordinates"":[[[34.35736411745314,31.461255294781758],[34.35723411506716,31.452237775841766],[34.36775827135168,31.452125862739834],[34.36788935917684,31.461143295858],[34.35736411745314,31.461255294781758]]]}"
0_00000000000000000232,0.0,0.0,0.0,0.0,0.0,1000.3851318359375,3701.423080444336,0.0,0.0,0.0,1300.4997100830078,6002.30647277832,0.0,2600.9989166259766,1800.6932907104492,0.0,1100.4240188598633,1900.7295989990234,600.2306365966797,0.0,0.0,0.0,500.19217681884766,0.0,1000.3844375610352,0.0,0.0,0.0,0.0,0.0,4201.613151550293,801.4837759578929,0.0,0.0,0.0,0.0,0.0,0.0,3702.600314959357,0.0,0.0,0.0,1400.5399932861328,0.0,2300.8854598999023,0.0,0.0,700.2690582275391,4201.617118835449,0.0,2300.885093688965,0.0,0.0,0.0,0.0,0.0,0.0,563,"{""type"":""Polygon"",""coordinates"":[[[34.35723411506716,31.452237775841766],[34.35710402779839,31.443215790536186],[34.36762718333266,31.443103860968947],[34.36775827135168,31.452125862739834],[34.35723411506716,31.452237775841766]]]}"
0_00000000000000000233,0.0,0.0,0.0,0.0,2100.806106567383,2200.8491287231445,3702.2161406573127,0.0,0.0,2801.0755920410156,900.3466491699219,3001.1542892456055,2701.0428619384766,0.0,2200.845054626465,7002.697883605957,10404.38532634062,2500.96085357666,2901.1142959594727,0.0,1000.3838577270508,0.0,2400.922523498535,2101.9830435360172,500.9765547808479,0.0,1300.5007019042969,0.0,0.0,0.0,0.0,1100.4222869873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1769217098460478,0.0,0.0,0.0,0.0,1700.6535110473633,3501.347236633301,3801.4672470092773,1503.7156826243681,0.0,0.0,0.0,0.0,700.26904296875,0.0,564,"{""type"":""Polygon"",""coordinates"":[[[34.35710402779839,31.443215790536186],[34.356974025031306,31.434198266196322],[34.36749626448454,31.43408637060462],[34.36762718333266,31.443103860968947],[34.35710402779839,31.443215790536186]]]}"
0_00000000000000000234,0.0,0.0,0.0,0.0,1000.3892135620117,10103.894508361816,2200.85604095459,0.0,3701.4407958984375,1100.4219818115234,2200.8507232666016,401.72516856474033,12708.829461939195,206.35478865679576,7602.929656982422,4801.864761352539,28018.24990602381,1200.4624710083008,0.0,3901.5055389404297,0.0,2602.574004947438,0.0,1500.5792388916016,2500.9662551879883,0.0,1800.6948699951172,0.0,0.0,0.0,3101.197463989258,6306.347091226016,0.0,0.0,0.0,0.0,0.0,0.0,2200.8488235473633,0.0,0.0,0.0,0.0,0.0,1400.5414657592773,0.0,0.0,7402.848678588867,10303.976905822754,0.0,10804.168807983398,0.0,0.0,0.0,0.0,900.3489303588867,0.0,565,"{""type"":""Polygon"",""coordinates"":[[[34.356974025031306,31.434198266196322],[34.356844106766275,31.4251762247537],[34.36736526076057,31.42506441489181],[34.36749626448454,31.43408637060462],[34.356974025031306,31.434198266196322]]]}"
0_00000000000000000235,2801.087516784668,1.569228946461397,1301.6784475887523,1308.3448979994835,25612.620753927797,4103.144546329274,4906.212624134737,5302.046073913574,4101.592529296875,4601.769660949707,2701.8337172564334,5101.973114013672,1215.374081690171,3201.2364196777344,12210.194884625607,601.0147551592659,15206.68217459286,1000.3879241943359,800.3117828369141,3501.360794067383,3501.352294921875,9103.516334533691,1500.5761489868164,6702.6030197143555,8403.266571044922,1300.5053253173828,900.3487701416016,0.0,2901.12801361084,0.0,12709.631362017464,11109.005827959847,0.0,0.0,0.0,0.0,0.0,0.0,2605.712119158576,0.0,0.0,0.0,3401.3106994628906,0.0,1500.578109741211,0.0,0.0,15906.16926574707,20512.64793306238,10103.899467468262,7002.6990966796875,0.0,0.0,0.0,0.0,3201.2327194213867,0.0,566,"{""type"":""Polygon"",""coordinates"":[[[34.356844106766275,31.4251762247537],[34.35671427300367,31.41615864637538],[34.367234426208235,31.416046895956683],[34.36736526076057,31.42506441489181],[34.356844106766275,31.4251762247537]]]}"
0_00000000000000000236,0.0,0.0,500.1948547363281,0.0,13514.644201390884,5702.199745178223,8603.334419250488,5802.246047973633,1613.1697262034704,6602.560852050781,10310.271172916187,4301.6704177856445,8803.415008544922,3607.676499759449,12304.762092590332,900.3500747680664,11204.336158752441,0.0,3401.3226013183594,4601.787055969238,0.0,1600.6154174804688,0.0,4506.456008013557,0.0,0.0,4501.747917175293,0.0,0.0,0.0,2605.7174597347484,11104.317306518555,0.0,0.0,1103.5671889361213,0.0,0.0,0.0,6808.914727603688,0.0,0.0,0.0,1100.4244689941406,0.0,10804.176719665527,0.0,0.0,26111.66713696648,17507.96401582606,14314.950208776138,4101.58650970459,0.0,0.0,0.0,0.0,6002.320220947266,0.0,567,"{""type"":""Polygon"",""coordinates"":[[[34.35671427300367,31.41615864637538],[34.35658443905106,31.40713657746006],[34.367103591462815,31.407024809951086],[34.367234426208235,31.416046895956683],[34.35671427300367,31.41615864637538]]]}"
0_00000000000000000237,0.0,0.0,1300.5057067871094,0.0,0.0,0.0,2601.006134033203,0.0,0.0,0.0,1.1769217098460478,0.0,1000.3851776123047,2100.8098373413086,5101.965316772461,0.0,1105.1326437557445,0.0,7702.994163513184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.3499145507812,0.0,0.0,0.0,0.0,0.0,0.0,503.3326003130744,0.0,0.0,0.0,2601.0117950439453,0.0,0.0,0.0,0.0,14405.567367553711,4903.860121065028,500.19412994384766,4001.541015625,0.0,0.0,0.0,0.0,3701.425048828125,0.0,568,"{""type"":""Polygon"",""coordinates"":[[[34.35658443905106,31.40713657746006],[34.35645460490848,31.39811454698694],[34.3669727565243,31.398002838989704],[34.367103591462815,31.407024809951086],[34.35658443905106,31.40713657746006]]]}"
0_00000000000000000238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.5046768188477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.5026168823242,0.0,0.0,0.0,0.0,3901.509101867676,0.0,0.0,0.0,3801.467086791992,0.0,0.0,0.0,0.0,14005.426467895508,9303.608024597168,0.0,5602.16104888916,0.0,0.0,0.0,0.0,4101.584548950195,0.0,569,"{""type"":""Polygon"",""coordinates"":[[[34.35645460490848,31.39811454698694],[34.35632493996198,31.389096956970988],[34.36684209075868,31.388985231195964],[34.3669727565243,31.398002838989704],[34.35645460490848,31.39811454698694]]]}"
0_00000000000000000239,0.0,0.0,0.0,0.0,11604.462036132812,0.0,3401.3071823120117,0.0,10203.93637084961,30515.303470207662,10704.141410827637,4501.741546630859,9503.676612854004,1000.388786315918,0.0,1600.6176300048828,5001.938285827637,0.0,1900.734634399414,0.0,0.0,1200.462646484375,1000.3846740722656,0.0,1200.4634017944336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.268669128418,0.0,0.0,0.0,1400.5385131835938,0.0,0.0,0.0,0.0,400.1536560058594,1800.6917037963867,1300.4990539550781,700.2695617675781,0.0,0.0,0.0,0.0,2907.0106075511258,0.0,570,"{""type"":""Polygon"",""coordinates"":[[[34.35632493996198,31.389096956970988],[34.35619527482599,31.380074877628303],[34.36671142480048,31.379963211057028],[34.36684209075868,31.388985231195964],[34.35632493996198,31.389096956970988]]]}"
0_0000000000000000023a,0.0,0.0,1500.581428527832,1400.5413513183594,6902.685256958008,1600.6231689453125,4701.823638916016,0.0,8603.338638305664,14313.408710255342,5302.060317993164,3301.283660888672,2602.967217389275,1600.6235961914062,4606.489134844613,0.0,2004.7006090949562,0.0,1200.464958190918,0.0,0.0,1502.1499885110293,0.0,2801.086196899414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571,"{""type"":""Polygon"",""coordinates"":[[[34.35619527482599,31.380074877628303],[34.356065778887086,31.371057240847176],[34.36658092801617,31.37094563295575],[34.36671142480048,31.379963211057028],[34.35619527482599,31.380074877628303]]]}"
0_0000000000000000023b,0.0,0.0,0.0,0.0,3901.514762878418,0.0,2100.816093444824,1100.4275741577148,0.0,0.0,0.0,0.0,0.0,0.0,200.07757568359375,0.0,600.2331161499023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1554718017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572,"{""type"":""Polygon"",""coordinates"":[[[34.356065778887086,31.371057240847176],[34.35593619806577,31.362035141278803],[34.36645034635641,31.361923515513435],[34.36658092801617,31.37094563295575],[34.356065778887086,31.371057240847176]]]}"
