2023-12-23,2023-11-10,2024-07-02,2024-09-24,2024-08-12,2024-09-25,2024-07-03,2024-01-21,2024-05-16,2024-02-26,2024-01-17,2024-01-16,2024-04-09,2023-12-16,id,2023-11-05,2023-11-22,2024-09-17,2024-09-12,2024-04-02,2024-02-21,2024-09-13,2024-05-15,2024-02-22,2024-02-14,2024-05-08,2024-03-28,2024-01-04,2024-01-05,2024-03-29,2024-01-09,2023-12-24,2023-11-17,2023-12-28,2023-11-18,2024-10-31,2024-09-05,2024-09-01,2024-02-10,2024-07-27,2024-05-04,2024-03-21,2024-03-16,2024-03-17,2024-02-02,2024-02-09,2023-10-12,2023-10-17,2023-11-29,2023-12-11,2024-06-01,2024-04-21,2024-03-05,2024-05-27,2024-03-04,2024-03-09,2024-01-28,2024-01-29,2023-12-04,2023-10-25,2023-10-29,name
32171.344379649464827,7240.075113184311704,41682.885185241721047,44686.013024274063355,42383.155868530295265,44686.013024274063355,42383.155868530295265,37181.135696411154640,41682.885185241721047,39782.147308349631203,37181.135696411154640,37181.135696411154640,40882.573982238791359,32171.344379649464827,"575",7240.075113184311704,11453.480552224562416,42585.194786969375855,42585.194786969375855,40882.573982238791359,39782.147308349631203,42585.194786969375855,41682.885185241721047,39782.147308349631203,39782.147308349631203,41682.885185241721047,40282.340614318869484,33171.733768687554402,37181.135696411154640,40882.573982238791359,37181.135696411154640,33171.733768687554402,9947.011837678801385,33171.733768687554402,10047.050747590910760,44686.013024274063355,42585.194786969375855,42583.233238220236672,39782.147308349631203,42383.155868530295265,41682.885185241721047,40282.340614318869484,39782.147308349631203,40282.340614318869484,38981.836524963400734,38981.836524963400734,7.846194996553310,21.577036240521601,15054.882827310015273,27569.553516612348176,41682.885185241721047,40882.573982238791359,39782.147308349631203,41682.885185241721047,39782.147308349631203,39782.147308349631203,38181.525390625021828,38981.836524963400734,20266.715328440961457,2332.281203326056129,7240.075113184311704,Absan
112243.447700500502833,61123.647590637207031,178109.784764458017889,180012.093177346483571,178111.354003457323415,181412.638808755174978,178109.784764458017889,128449.727790832519531,178109.784764458017889,163791.669489243358839,128449.727790832519531,126949.145072937011719,175802.612308277690317,108542.016456604003906,"576",58722.719055175781250,91135.277366638183594,180012.093177346483571,178111.354003457323415,175802.612308277690317,150866.248096241644816,178511.508956460253103,176409.122929741221014,156471.564621420431649,142755.267120361328125,176402.845973743998911,175802.612308277690317,115644.760910034179688,124548.212028503417969,175802.612308277690317,126248.872619628906250,114344.258171081542969,71227.570671081542969,114344.258171081542969,89134.503814697265625,181412.638808755174978,178111.354003457323415,178111.354003457323415,136752.944007873535156,178111.354003457323415,176402.845973743998911,175802.612308277690317,175802.612308277690317,175802.612308277690317,131450.887725830078125,132851.431198120117188,23309.016067504882812,31912.342468261718750,93236.092147827148438,99938.684051513671875,178109.784764458017889,175802.612308277690317,172401.294261707866099,178109.784764458017889,165298.529529347026255,175802.612308277690317,129149.999336242675781,131150.771972656250000,95737.056388854965917,45717.679504394538526,56621.902641296386719,Absan
610.038395601160346,9.807743745691637,8948.579602858599173,9948.968793532425479,8948.579602858599173,9948.968793532425479,8948.579602858599173,5635.524703979492188,8948.579602858599173,6441.721140693213783,5627.678508982938183,5627.678508982938183,7748.112447402057114,610.038395601160346,"577",7.846194996553310,9.807743745691637,9948.968793532425479,8948.579602858599173,7748.112447402057114,6441.721140693213783,9948.968793532425479,8948.579602858599173,6441.721140693213783,6441.721140693213783,8948.579602858599173,7748.112447402057114,610.038395601160346,5627.678508982938183,7748.112447402057114,5627.678508982938183,610.038395601160346,9.807743745691637,610.038395601160346,9.807743745691637,9948.968793532425479,8948.579602858599173,8948.579602858599173,5635.524703979492188,8948.579602858599173,8948.579602858599173,7748.112447402057114,6441.721140693213783,6441.721140693213783,5635.524703979492188,5635.524703979492188,0.000000000000000,0.000000000000000,9.807743745691637,109.846195894129139,8948.579602858599173,7748.112447402057114,6441.721140693213783,8948.579602858599173,6441.721140693213783,6441.721140693213783,5635.524703979492188,5635.524703979492188,9.807743745691637,7.846194996553310,7.846194996553310,Absan
13200.307480037914502,3601.364479064941406,67802.177315655877464,97209.795025993778836,75104.946083966424339,102307.017728199658450,72603.997445050408714,19995.817581625546154,66201.571785870721214,41799.399178179570299,19995.817581625546154,16701.631477535473095,52596.421677533311595,12199.926696956859814,"604",2600.986236572265625,5001.897659301757812,94908.923756767704617,92110.218587000214029,52596.421677533311595,39298.444611224003893,92110.218587000214029,66201.571785870721214,39298.444611224003893,39298.444611224003893,55897.668366376085032,52596.421677533311595,14000.610359371410595,14000.610359371410595,52596.421677533311595,16701.631477535473095,13200.307480037914502,3601.364479064941406,13200.307480037914502,5001.897659301757812,102807.206975331006106,87908.626530725799967,83007.935143414651975,38498.138168963261705,75104.946083966424339,55697.592865887803782,50902.841942461796862,46401.138321551152330,46401.138321551152330,22792.177246722054406,35597.031197222539049,1200.453231811523438,1200.453231811523438,7102.697685241699219,9103.459892272949219,66201.571785870721214,52596.421677533311595,41799.399178179570299,66201.571785870721214,41799.399178179570299,43900.192543658085924,21791.794411333870812,21791.794411333870812,7102.697685241699219,1700.643539428710938,2600.986236572265625,Abu Madin
39708.490483841247624,9103.394325256347656,85820.555289384399657,97434.312567467757617,87425.863020833305200,97434.312567467757617,86320.742613908325438,49609.029335381004785,84920.217940446411376,59612.750702263358107,49609.029335381004785,46611.053235611274431,74317.833535886267782,35708.571556270828296,"645",9103.394325256347656,29807.951578895706916,95733.673300499984180,90827.131941731742700,74317.833535886267782,57211.857971550460206,94133.074072594696190,84920.217940446411376,57211.857971550460206,57211.857971550460206,83619.734381791640772,67715.773491264815675,41709.233037552192400,46611.053235611274431,69215.937432981023449,46611.053235611274431,41209.046895584411686,11404.248107910156250,41209.046895584411686,14105.254074096679688,97434.312567467757617,90827.131941731742700,87425.863020833305200,55711.299812675941212,86720.892829057251220,79319.699937558631063,61413.426712395194045,61313.389572502615920,61413.426712395194045,55111.075127006995899,55711.299812675941212,0.000000000000000,0.000000000000000,29807.951578895706916,35108.348793209304858,85820.555289384399657,77018.846040463904501,59812.825333000655519,84920.217940446411376,59812.825333000655519,59812.825333000655519,52410.072609306800587,55111.075127006995899,32909.101496498253255,6302.350982666015625,9103.394325256347656,Abu Madin
113333.203413989496767,77017.678228161385050,204080.810920535819605,219685.462657793832477,205081.182861148612574,220890.622317953675520,204080.810920535819605,136848.651893705478869,201980.814053643931402,171864.874753286334453,136848.651893705478869,128238.370735527481884,192678.527344767266186,109031.591849353266298,"646",67615.746300102677196,92222.180345363245578,218986.380073367850855,211981.402610689052381,189877.473206583643332,165862.618939687701641,213281.889694124110974,200180.141385186900152,171164.612782766314922,162861.490132619830547,194079.054757181816967,187476.575150553398998,117034.578894641352235,120135.739623095942079,187476.575150553398998,123537.010077502680360,116534.391058947992860,79518.607541821053019,116534.391066577387392,80418.941396496345988,226892.875583334505791,209382.002916822239058,206881.860458194511011,157859.625127126666484,204080.810920535819605,192678.527344767266186,185568.802964543370763,180566.930482243566075,183367.978562687902013,155058.584943105670391,157859.625127126666484,13000.507918204515590,20403.265921439378872,92222.180345363245578,99323.266432967837318,203481.372822869976517,192678.527344767266186,177066.807637502643047,203481.372822869976517,177066.807637502643047,178167.217435171100078,142554.699381450598594,142554.699381450598594,93822.780076808558078,40805.751518608536571,67615.746300102677196,Abu Madin
248940.362995880685048,93950.801782645488856,403515.841980040480848,421338.555641892540734,405716.658584654680453,426637.382472558354493,403615.879058897902723,308266.481566694739740,399214.243324339797255,361500.916333546570968,299763.305434492474888,289759.539527204935439,388811.140630116395187,237135.958859222941101,"647",84147.129472769986023,133261.947965793980984,420419.387696748832241,412419.162544310558587,383209.044324269285426,350496.792271962098312,414917.343102937797084,399214.243324339797255,360200.428265919617843,340993.231450428895187,393812.221176207531244,381308.331632008485030,264545.415839640307240,276749.971343485522084,382008.595113148621749,284057.410697248880751,251641.367428558907704,110757.093309439922450,253842.191090363106923,116956.655154688269249,426637.382472558354493,407917.479530394484755,407017.141471922805067,338592.334370961121749,405716.658584654680453,393312.820470204344019,379407.619344105652999,373705.487660756043624,373705.487660756043624,330880.035505048173945,331989.862264027527999,1899.135350605085478,10802.473462482526884,144866.263029270514380,204323.732807892374694,400414.688797057082411,389411.363187184266280,367703.239667286805343,399814.466209471633192,367703.239667286805343,368703.616582264832687,316575.473254245065618,319476.557993930124212,162572.876432590797776,44611.962112606255687,66033.707138989004306,Abu Madin
1106.286250394933404,700.255554199218636,21613.810717863194441,25115.093127531163191,23614.542994779698347,26215.494014066807722,22214.031100553624128,3107.016497892492225,21613.810717863194441,10109.582080167881941,2106.651171964757850,1506.432254118077935,13910.979335111729597,1106.286250394933404,"685",0.000000000000000,700.255554199218636,25115.093127531163191,25115.093127531163191,13910.979335111729597,9109.215937894932722,25115.093127531163191,21513.774134916417097,9109.215937894932722,9109.215937894932722,20113.258731168858503,11510.096133512608503,1506.432254118077935,1506.432254118077935,11510.096133512608503,1506.432254118077935,1106.286250394933404,700.255554199218636,1106.286250394933404,700.255554199218636,26215.494014066807722,24414.836024564854597,24214.763156217686628,8508.995456022374128,22614.178378385655378,19913.185031217690266,11510.096133512608503,11310.022860807530378,11310.022860807530378,7208.518420499914100,7408.591540617101600,0.000000000000000,0.000000000000000,700.255554199218636,706.140048307531060,21613.810717863194441,19913.185031217690266,11310.022860807530378,21613.810717863194441,11310.022860807530378,11310.022860807530378,3107.016497892492225,5808.005908292882850,706.140048307531060,0.000000000000000,0.000000000000000,Abu Madin
7128.085785809683330,5.884494108312270,41246.454769358926569,43247.191204295450007,41946.711612925821100,43247.191204295450007,41246.454769358926569,7128.085785809683330,40246.085766063028132,25640.722248301786749,7128.085785809683330,7128.085785809683330,34543.993137584009673,7128.085785809683330,"686",0.000000000000000,908.173682268928133,43247.191204295450007,43247.191204295450007,34543.993137584009673,14236.562595591822173,43247.191204295450007,39345.755192027383600,22339.518245921412017,10935.359516368189361,39345.755192027383600,34543.993137584009673,7128.085785809683330,7128.085785809683330,34543.993137584009673,7128.085785809683330,7128.085785809683330,5.884494108312270,7128.085785809683330,906.212184232824029,43247.191204295450007,42847.043430552774225,42847.043430552774225,9934.990413890162017,41246.454769358926569,37645.130878672891413,34543.993137584009673,30342.448726878443267,34543.993137584009673,9934.990413890162017,9934.990413890162017,0.000000000000000,0.000000000000000,908.173682268928133,3924.958913017720533,41246.454769358926569,35244.249897227571637,30142.375515208521392,41246.454769358926569,26541.051143870630767,30342.448726878443267,7128.085785809683330,7128.085785809683330,3924.958913017720533,0.000000000000000,0.000000000000000,Abu Madin
295825.954380199662410,192482.441013859614031,720936.594377435045317,750650.282844991888851,729539.762987053953111,759068.265651956899092,724037.738595879869536,486037.700623067503329,708331.947648919420317,626100.929646121687256,482124.498041100800037,450012.702501244843006,647408.776226626941934,280220.212276623060461,"689",167173.163593815726927,256611.537365124007920,744347.958366842474788,743644.954385674674995,636904.907810794538818,621999.425816165632568,744347.958366842474788,708331.947648919420317,624500.341168033308350,621999.425816165632568,670418.011331475689076,635404.352612125105225,315734.054337953915820,364467.602553932403680,635404.352612125105225,386775.765243141446263,297426.546604320814367,213492.140190423553577,297426.546604320814367,230701.207419271842809,759068.265651956899092,731040.314676202018745,729539.762987053953111,617197.655750858015381,727238.910966790397651,664915.208660708973184,634604.061306583113037,632003.104488956043497,633603.693783389753662,609694.901554691023193,609694.901554691023193,10505.445314983293429,24314.446672566729831,259512.600177929212805,274318.034885570814367,711533.128374017076567,655411.715794192976318,632003.104488956043497,711533.128374017076567,632003.104488956043497,632003.104488956043497,543461.950409175246023,556566.767135859699920,268816.015003368665930,65232.675628033786779,149766.398809335805709,Abu Madin
54913.856785493742791,33512.034797668457031,122838.280667024504510,126239.507534700285760,122838.280667024504510,126539.615452485930291,122838.280667024504510,87625.603985505949822,122838.280667024504510,117036.185841279875604,87425.532200532805291,76121.475033479582635,121737.881672578718280,54813.820881563086004,"727",26909.664436340332031,48017.248481750488281,126239.507534700285760,126139.471691804763395,121737.881672578718280,117036.185841279875604,126239.507534700285760,122838.280667024504510,117036.185841279875604,117036.185841279875604,122438.135647493254510,121137.664318757902947,59115.368145662199822,73020.355503755461541,121737.881672578718280,76121.475033479582635,58315.077671724211541,33612.070877075195312,59115.368145662199822,40814.660140991210938,126539.615452485930291,124939.036053377043572,124939.036053377043572,115335.575726228606072,122838.280667024504510,122438.135647493254510,120237.340382295500604,119136.945355134856072,120237.340382295500604,109933.631489473234979,110233.739506441008416,3201.147796630859375,15605.601860046386719,50318.074020385742188,52613.022633272063104,122838.280667024504510,122138.026882844817010,118636.764202791106072,122838.280667024504510,117036.185841279875604,119136.945355134856072,92027.189533906828729,103231.213864045988885,52312.914822297942010,17406.249992370605469,23308.371803283687768,Abu Madin
131422.044821795250755,87325.741863923904020,211838.899749456613790,216440.555289922922384,214139.727103887766134,216440.555289922922384,212239.043441473215353,166534.723525103356224,211638.827964483469259,191434.681474423821783,164233.887663897301536,154830.499800738121849,206136.848479925363790,129121.215819414879661,"728",78528.436859130859375,101028.729859295999631,216440.555289922922384,215740.302268682688009,206136.848479925363790,190934.501374936517095,216040.410041509836446,209738.144981085031759,191434.681474423821783,190734.429246640618658,208637.749229131877655,204137.700825410662219,139024.791953142907005,147727.944029864098411,204637.881222444353625,149928.738020952965599,135023.344756182457786,90827.007618623625604,135023.344756182457786,92627.656437593337614,217240.845397649973165,215740.302268682688009,214139.727103887766134,188936.923000111244619,212739.223434148996603,208637.749229131877655,204137.700825410662219,201236.658215242205188,203837.591831880388781,186335.986209644936025,186335.986209644936025,0.000000000000000,0.000000000000000,106130.568169537698850,122320.716685126768425,211838.899749456613790,207537.353881536691915,201236.658215242205188,211838.899749456613790,201236.658215242205188,201236.658215242205188,178338.974074419762474,178739.118437823082786,111716.903963874327019,64623.398200988769531,77027.893302917480469,Abu Madin
671801.449761065654457,265491.235671548289247,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,752722.906695378129371,761917.957908362383023,761917.957908362383023,752722.906695378129371,750622.246851933188736,761917.957908362383023,607089.045818283688277,"1015",218704.006506975914817,509998.711630338220857,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,743920.143336308305152,748721.649371159379371,761917.957908362383023,749121.775080693070777,681004.320953997899778,355390.467637095891405,697309.428589496295899,399088.473528334754519,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,2800.884490966796875,30909.717590332031250,545483.111464645597152,588891.185416008112952,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,761917.957908362383023,755115.817596167442389,761917.957908362383023,549581.246865485212766,65620.634689331054688,160228.742283989384305,Alanzala
421573.609669225406833,310795.845161707315128,461890.609548950335011,463791.188269043108448,461890.609548950335011,463791.188269043108448,461890.609548950335011,446986.060652160726022,461890.609548950335011,457289.209318542620167,446986.060652160726022,444085.174932861409616,461090.365278625569772,410670.277172582282219,"1055",295281.674908178043552,366852.185770640731789,461890.609548950335011,461890.609548950335011,461090.365278625569772,455688.720785522600636,461890.609548950335011,461090.365278625569772,457289.209318542620167,455688.720785522600636,461090.365278625569772,459890.000570678792428,439379.033115880738478,440484.073950195393991,459890.000570678792428,442484.687132263265084,422073.762775914859958,330201.783561975869816,424574.526867406500969,355012.500014181772713,465191.619642639299855,461890.609548950335011,461890.609548950335011,454888.477674865862355,461890.609548950335011,461090.365278625569772,458389.545095825276803,457389.239897155843209,457989.422438049397897,451187.349256897054147,453187.958982849260792,4801.479766845703125,39123.842744086774474,370853.411570201278664,396861.348116526904050,461890.609548950335011,461090.365278625569772,457289.209318542620167,461890.609548950335011,457289.209318542620167,457389.239897155843209,448186.430082702718209,449486.827696228167042,379456.039217601122800,113871.937033619586146,219843.646081004437292,Alanzala
